id_registro,id_objeto,fuente,institucion,imagen_local,titulo_original,titulo_es_sugerido,descripcion_oficial,cultura,periodo,fecha_objeto,procedencia,tipo_objeto,tipo_superficie,corpus_analisis,motivo_superficie,material,material_normalizado,tecnica,colores,color_dominante,contraste,densidad_visual,motivos,familia_iconografica,simetria,composicion,descripcion,licencia,estado_metadata,estado_anotacion,observaciones,decision_filtro,puntaje_filtro,motivo_filtrado,fecha_descarga,fecha_anotacion,posible_duplicado_suave,origen_curacion,destino_curacion_final,clasificacion_original,nombre_objeto_original,material_original,url_objeto,url_imagen,categoria_revision_v2,motivo_revision_v2,decision_sugerida,decision_auditoria,motivo_auditoria,observacion_auditoria,decision_curacion_final,motivo_curacion_final
,308070,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308070,https://images.metmuseum.org/CRDImages/ao/original/DP18537.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308058,,,,Embroidered Border Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Border Fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308058,https://images.metmuseum.org/CRDImages/ao/original/DP18549.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308076,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308076,https://images.metmuseum.org/CRDImages/ao/original/33.149.41.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308053,,,,Embroidered Border Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Border Fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308053,https://images.metmuseum.org/CRDImages/ao/original/DP18553.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308077,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308077,https://images.metmuseum.org/CRDImages/ao/original/DP18450.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308105,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308105,https://images.metmuseum.org/CRDImages/ao/original/DP18461.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307683,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307683,https://images.metmuseum.org/CRDImages/ao/original/33.149.76-94.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308044,,,,Embroidered Border Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Border Fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308044,https://images.metmuseum.org/CRDImages/ao/original/DP18526.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308042,,,,Embroidered Border Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Border Fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308042,https://images.metmuseum.org/CRDImages/ao/original/TP391.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,307950,,,,Tunic,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Tunic,Camelid hair,https://www.metmuseum.org/art/collection/search/307950,https://images.metmuseum.org/CRDImages/ao/original/DP233569.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308285,,,,Panel,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Panel,Camelid hair,https://www.metmuseum.org/art/collection/search/308285,https://images.metmuseum.org/CRDImages/ao/original/169777.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308284,,,,Panel,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Panel,Camelid hair,https://www.metmuseum.org/art/collection/search/308284,https://images.metmuseum.org/CRDImages/ao/original/169776.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307960,,,,Band Fragment,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307960,https://images.metmuseum.org/CRDImages/ao/original/29.146.9.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,307972,,,,Band Fragment,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307972,https://images.metmuseum.org/CRDImages/ao/original/DP18617.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308016,,,,Fragment with Figures,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308016,https://images.metmuseum.org/CRDImages/ao/original/DP18620.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308017,,,,Embroidered Fragment,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308017,https://images.metmuseum.org/CRDImages/ao/original/DP18640.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,307841,,,,Fringed Bag,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/307841,https://images.metmuseum.org/CRDImages/ao/original/DP18589.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307844,,,,Fringed Bag,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/307844,https://images.metmuseum.org/CRDImages/ao/original/DP18605.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307968,,,,Band Fragment,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Band fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307968,https://images.metmuseum.org/CRDImages/ao/original/29.146.16.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,307966,,,,Band Fragment,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Band fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307966,https://images.metmuseum.org/CRDImages/ao/original/29.146.14 -15.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,307965,,,,Band Fragment,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Band fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307965,https://images.metmuseum.org/CRDImages/ao/original/DP18634.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,307964,,,,Band Fragment,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Band fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307964,https://images.metmuseum.org/CRDImages/ao/original/DP18634.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308027,,,,Fringed Bag,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308027,https://images.metmuseum.org/CRDImages/ao/original/DP18600.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308028,,,,Bag,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308028,https://images.metmuseum.org/CRDImages/ao/original/DP18595.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308025,,,,Bag,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308025,https://images.metmuseum.org/CRDImages/ao/original/DP18593.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307967,,,,Band Fragment,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Band fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307967,https://images.metmuseum.org/CRDImages/ao/original/29.146.14 -15.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,307963,,,,Bag,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/307963,https://images.metmuseum.org/CRDImages/ao/original/DP18609.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308029,,,,Fringed Bag,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308029,https://images.metmuseum.org/CRDImages/ao/original/DP18594.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308026,,,,Fringed Bag,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308026,https://images.metmuseum.org/CRDImages/ao/original/DP18586_32.32.13.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308021,,,,Bag,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308021,https://images.metmuseum.org/CRDImages/ao/original/DP18587_32.32.8.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308023,,,,Bag,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308023,https://images.metmuseum.org/CRDImages/ao/original/DP18585_32.32.10.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307843,,,,Tapestry Bag with Fringes,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/307843,https://images.metmuseum.org/CRDImages/ao/original/DP18590.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308282,,,,Panel with Figures,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Non-Woven,Textile fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308282,https://images.metmuseum.org/CRDImages/ao/original/TP410.jpg,candidato_corpus_principal,título indica pieza textil principal con superficie útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,314363,,,,Tunic,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Tunic,Camelid hair,https://www.metmuseum.org/art/collection/search/314363,https://images.metmuseum.org/CRDImages/ao/original/DP221262.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,316921,,,,Bag,,,Nasca (?),,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/316921,https://images.metmuseum.org/CRDImages/ao/original/DP18608.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307953,,,,Fragmentary Band,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Band fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307953,https://images.metmuseum.org/CRDImages/ao/original/DP18444.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,307961,,,,Band Fragment,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307961,https://images.metmuseum.org/CRDImages/ao/original/75153.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308015,,,,Tapestry Panel,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/308015,https://images.metmuseum.org/CRDImages/ao/original/DP18635.jpg,candidato_corpus_principal,título indica pieza textil principal con superficie útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307933,,,,Tapestry Fragment with Figures,,,Nasca (?),,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307933,https://images.metmuseum.org/CRDImages/ao/original/LC-28_64_27_TMSa.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,316925,,,,Bag,,,Nasca (?),,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/316925,https://images.metmuseum.org/CRDImages/ao/original/DP18612.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307962,,,,Bag Fragment,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Bag fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307962,https://images.metmuseum.org/CRDImages/ao/original/29.146.11.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,312614,,,,Tunic Section,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Tunic fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/312614,https://images.metmuseum.org/CRDImages/ao/original/TP411.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308283,,,,Panel with Figures,,,Chancay,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,"Cotton, paint",https://www.metmuseum.org/art/collection/search/308283,https://images.metmuseum.org/CRDImages/ao/original/DP221260.jpg,candidato_corpus_principal,título indica pieza textil principal con superficie útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,312669,,,,Panel,,,Chancay,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Panel,"Cotton, paint",https://www.metmuseum.org/art/collection/search/312669,https://images.metmuseum.org/CRDImages/ao/original/1979_206_459_EX_01.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,310059,,,,Painted Woven Panel,,,Chancay,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Panel,"Cotton, paint",https://www.metmuseum.org/art/collection/search/310059,https://images.metmuseum.org/CRDImages/ao/original/vs1978_412_13.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307943,,,,Fragment,,,Chancay,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307943,https://images.metmuseum.org/CRDImages/ao/original/DP101351.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,307940,,,,Fragment,,,Chancay,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307940,https://images.metmuseum.org/CRDImages/ao/original/72153.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308290,,,,Fragment,,,Chancay,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Panel,"Cotton, camelid hair",https://www.metmuseum.org/art/collection/search/308290,https://images.metmuseum.org/CRDImages/ao/original/175775.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307806,,,,Tapestry Border Fragment with Tab Fringes,,,Chancay,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Border fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307806,https://images.metmuseum.org/CRDImages/ao/original/vs09_50_1085.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,313121,,,,Panel,,,Chancay,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Panel,"Cotton, camelid hair",https://www.metmuseum.org/art/collection/search/313121,https://images.metmuseum.org/CRDImages/ao/original/222448.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,318460,,,,False Face for Funerary Bundle,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mask,"Cotton, paint",https://www.metmuseum.org/art/collection/search/318460,https://images.metmuseum.org/CRDImages/ao/original/vsl1995_49.jpg,revision_prenda_accesorio,prenda/accesorio textil; revisar si aporta patrón o iconografía,revisar_para_secundario,pasar_a_corpus_principal,composicion_visual_util,,pasar_a_corpus_principal,composicion_visual_util
,315772,,,,Headband with ornamental tassels,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Tassels,Camelid hair,https://www.metmuseum.org/art/collection/search/315772,https://images.metmuseum.org/CRDImages/ao/original/DP-26542-001.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,pasar_a_corpus_principal,composicion_visual_util,,pasar_a_corpus_principal,composicion_visual_util
