fuente,institucion,id_objeto,titulo_original,titulo_es_sugerido,cultura,periodo,fecha_objeto,pais,region,subregion,localidad,departamento_museo,clasificacion_original,clasificacion_normalizada,nombre_objeto_original,material_original,dimensiones,linea_credito,repositorio,url_objeto,url_imagen,url_imagen_miniatura,es_dominio_publico,derechos_reproduccion,etiquetas_originales,termino_busqueda,puntaje_textil,estado_curacion,motivo_curacion,conteo_evidencia_textil,conteo_evidencia_exclusion,fecha_descarga
met,The Metropolitan Museum of Art,309394,Storage Jar (Aryballus),,Inca,,15th–early 16th century,Peru,,,,The Michael C. Rockefeller Wing,Ceramics-Containers,No textil,Bottle,Ceramic,H. 5 1/2 × W. 4 1/2 in. (14 × 11.4 cm),"Gift of Nathan Cummings, 1966","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/309394,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-012.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-012.jpg,True,,,Inca textile,-16,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['ceramics', 'ceramic'] | material sugiere objeto no textil: ['ceramic'] | título sugiere objeto no textil: ['jar'] | nombre de objeto sugiere objeto no textil: ['bottle']",0,4,2026-06-15
met,The Metropolitan Museum of Art,312928,Neckless jar with complex scene,,Paracas,,350 BCE–60 CE,Peru,"Ica River, South Coast",,,The Michael C. Rockefeller Wing,Ceramics-Containers,No textil,Vessel,"Ceramic, post-fire paint",H. 12 1/16 × W. 12 × D. 12 in. (30.6 × 30.5 × 30.5 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312928,https://images.metmuseum.org/CRDImages/ao/original/DP-24348-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24348-001.jpg,True,,,Paracas textile,-16,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'paracas'] | clasificación sugiere objeto no textil: ['ceramics', 'ceramic'] | material sugiere objeto no textil: ['ceramic'] | título sugiere objeto no textil: ['jar'] | nombre de objeto sugiere objeto no textil: ['vessel']",0,4,2026-06-15
met,The Metropolitan Museum of Art,308046,Embroidered Border Fragment,Fragmento textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Velvets,Textil,Border Fragment,Camelid hair,"Overall: 7 1/4 x 18 in. (18.42 x 45.72 cm)
Other: 7 1/4 in. (18.42 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308046,https://images.metmuseum.org/CRDImages/ao/original/DP18569.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18569.jpg,True,,,Paracas textile,14,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",3,0,2026-06-15
met,The Metropolitan Museum of Art,310511,Mantle Fragment,Manto textil,Paracas,,6th–5th century BCE,Peru,Ica Valley,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,"Cotton, pigment",H. 21 x W. 70 1/2 in. (53.3 x 179.1 cm),"The Michael C. Rockefeller Memorial Collection, Purchase, Nelson A. Rockefeller Gift, 1960","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/310511,https://images.metmuseum.org/CRDImages/ao/original/SC207345.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/SC207345.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,307853,Embroidered Fragment,Fragmento textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Textile fragment,Camelid hair,"Overall: 4 1/2 x 3 3/8 in. (11.43 x 8.57 cm)
Other: 4 1/2 in. (11.43 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307853,https://images.metmuseum.org/CRDImages/ao/original/DP18565.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18565.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308056,Embroidered Fragment,Fragmento textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Textile fragment,Camelid hair,"Overall: 4 1/4 x 5 1/4 in. (10.8 x 13.34 cm)
Other: 4 1/4 in. (10.8 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308056,https://images.metmuseum.org/CRDImages/ao/original/DP18567.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18567.jpg,True,,Mythical Creatures,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308106,Embroidered Fragment,Fragmento textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Textile fragment,Camelid hair,"Overall: 4 1/2 x 4 3/4 in. (11.43 x 12.07 cm)
Other: 4 1/2 in. (11.43 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308106,https://images.metmuseum.org/CRDImages/ao/original/33.149.1-67-70-76.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/33.149.1-67-70-76.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308100,Embroidered Fragment,Fragmento textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Textile fragment,Camelid hair,"Overall: 4 x 4 1/4 in. (10.16 x 10.8 cm)
Other: 4 in. (10.16 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308100,https://images.metmuseum.org/CRDImages/ao/original/DP18575_33.149.70.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18575_33.149.70.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308109,Embroidered Fragment,Fragmento textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Textile fragment,Camelid hair,"Overall: 4 1/4 x 4 in. (10.8 x 10.16 cm)
Other: 4 1/4 in. (10.8 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308109,https://images.metmuseum.org/CRDImages/ao/original/DP18564_33.149.79.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18564_33.149.79.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,315049,Mantle,Manto textil,Paracas,,2nd–1st century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle,Camelid hair,H. 78 3/8 x W. 56 1/2 in. (199.1 x 143.5 cm),"Gift of Louis Slavitz, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315049,https://images.metmuseum.org/CRDImages/ao/original/AR446.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/AR446.jpg,True,,,Paracas textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['mantle'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,307682,Embroidered Border Fragment,Fragmento textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Fragment,Camelid hair,"Overall: 11 x 65 in. (27.94 x 165.1 cm)
Other: 11 in. (27.94 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307682,https://images.metmuseum.org/CRDImages/ao/original/DP170923.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP170923.jpg,True,,,Paracas textile,14,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308057,Embroidered Fragment with Figures,Fragmento textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Textile fragment,Camelid hair,"Overall: 4 1/8 x 5 in. (10.46 x 12.7 cm)
Other: 4 1/8 in. (10.46 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308057,https://images.metmuseum.org/CRDImages/ao/original/DP18568.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18568.jpg,True,,,Paracas textile,14,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas'] | título sugiere objeto no textil: ['figure']",4,1,2026-06-15
met,The Metropolitan Museum of Art,308113,Embroidered Fragment with Figure,Fragmento textil,Paracas,,3rd–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Textile fragment,Camelid hair,Overall: 5 7/8 in. (14.92 cm),"Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308113,https://images.metmuseum.org/CRDImages/ao/original/DP18528.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18528.jpg,True,,"Faces, Heads, Serpents",Paracas textile,14,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas'] | título sugiere objeto no textil: ['figure']",4,1,2026-06-15
met,The Metropolitan Museum of Art,308048,Embroidered Fragment with Figures,Fragmento textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Textile fragment,Camelid hair,"Overall: 10 3/4 x 5 3/4 in. (27.31 x 14.61 cm)
Other: 5 3/4 in. (14.61 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308048,https://images.metmuseum.org/CRDImages/ao/original/DP18558.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18558.jpg,True,,,Paracas textile,14,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas'] | título sugiere objeto no textil: ['figure']",4,1,2026-06-15
met,The Metropolitan Museum of Art,307852,Embroidered Mantle Fragment,Manto textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 4 1/2 x 5 1/4 in. (11.43 x 13.34 cm)
Other: 4 1/2 in. (11.43 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307852,https://images.metmuseum.org/CRDImages/ao/original/DP18481.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18481.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308034,Embroidered Mantle Fragment,Manto textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 11 1/8 x 21 1/4 in. (28.24 x 53.98 cm)
Other: 11 1/8 in. (28.24 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308034,https://images.metmuseum.org/CRDImages/ao/original/DP18571.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18571.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,307679,Embroidered Mantle Fragment,Manto textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 4 1/4 x 5 in. (10.8 x 12.7 cm)
Other: 4 1/4 in. (10.8 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307679,https://images.metmuseum.org/CRDImages/ao/original/DP18487.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18487.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,307851,Embroidered Mantle Fragment,Manto textil,Paracas,,3rd–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 3 1/4 x 3 3/4 in. (8.26 x 9.53 cm)
Other: 3 1/4 in. (8.26 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307851,https://images.metmuseum.org/CRDImages/ao/original/DP18456.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18456.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308036,Embroidered Mantle Fragment,Manto textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 4 x 3 5/8 in. (10.16 x 9.21 cm)
Other: 4 in. (10.16 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308036,https://images.metmuseum.org/CRDImages/ao/original/33.149.1-67-70-76.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/33.149.1-67-70-76.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,307677,Embroidered Mantle Fragment,Manto textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 4 1/2 x 5 1/2 in. (11.43 x 13.97 cm)
Other: 4 1/2 in. (11.43 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307677,https://images.metmuseum.org/CRDImages/ao/original/DP18485.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18485.jpg,True,,Faces,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308035,Embroidered Mantle Fragment,Manto textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 5 1/2 x 14 3/4 in. (13.97 x 37.47 cm)
Other: 5 1/2 in. (13.97 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308035,https://images.metmuseum.org/CRDImages/ao/original/DP18570.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18570.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308039,Embroidered Mantle Fragment,Manto textil,Paracas,,3rd–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 3 3/4 x 5 in. (9.53 x 12.7 cm)
Other: 3 3/4 in. (9.53 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308039,https://images.metmuseum.org/CRDImages/ao/original/DP18447.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18447.jpg,True,,"Human Figures, Birds, Serpents",Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308101,Embroidered Mantle Fragment,Manto textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 4 x 5 in. (10.16 x 12.7 cm)
Other: 4 in. (10.16 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308101,https://images.metmuseum.org/CRDImages/ao/original/DP18482.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18482.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308060,Embroidered Border Fragment,Fragmento textil,Paracas,,5th–4th century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Border Fragment,Camelid hair,"Overall: 4 1/2 x 13 1/4 in. (11.43 x 33.66 cm)
Other: 4 1/2 in. (11.43 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308060,https://images.metmuseum.org/CRDImages/ao/original/DP18547.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18547.jpg,True,,,Paracas textile,14,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308072,Embroidered Mantle Fragment,Manto textil,Paracas,,3rd–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 5 1/4 x 7 1/2 in. (13.34 x 19.05 cm)
Other: 5 1/4 in. (13.34 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308072,https://images.metmuseum.org/CRDImages/ao/original/DP18535.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18535.jpg,True,,Faces,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308037,Embroidered Border Fragment,Fragmento textil,Paracas,,4th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Border Fragment,Camelid hair,"Overall: 2 3/4 x 26 in. (6.99 x 66.04 cm)
Other: 2 3/4 in. (6.99 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308037,https://images.metmuseum.org/CRDImages/ao/original/DP18551.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18551.jpg,True,,Mythical Creatures,Paracas textile,14,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308068,Embroidered Mantle Fragment,Manto textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 3 1/2 x 12 3/4 in. (8.89 x 32.39 cm)
Other: 3 1/2 in. (8.89 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308068,https://images.metmuseum.org/CRDImages/ao/original/DP18539.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18539.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308098,Embroidered Mantle Fragment,Manto textil,Paracas,,3rd–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 3 x 4 in. (7.62 x 10.16 cm)
Other: 3 in. (7.62 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308098,https://images.metmuseum.org/CRDImages/ao/original/DP18454.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18454.jpg,True,,Mythical Creatures,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308040,Embroidered Mantle Fragment,Manto textil,Paracas,,3rd–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 3 1/4 x 5 in. (8.26 x 12.7 cm)
Other: 3 1/4 in. (8.26 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308040,https://images.metmuseum.org/CRDImages/ao/original/DP18451.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18451.jpg,True,,"Human Figures, Birds, Serpents",Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
